h,b,MLEU
"[0, 0, 0]",0,"[('Tie: [((0, 3), 11/40), ((0, 2), 7/40), ((0, 0), 1/8), ((0, 1), 1/8)]', [([[(0, 2), (0, 3), (0, 1), (0, 0)]], [5]), ([[(0, 2), (0, 3), (0, 1)], [(0, 0)]], [2, 5]), ([[(0, 2), (0, 3)], [(0, 1)], [(0, 0)]], [1, 2, 5])]), ('Tie: [((0, 3), 11/40), ((0, 2), 7/40), ((0, 1), 1/8), ((0, 0), 1/8)]', [([[(0, 2), (0, 3), (0, 1), (0, 0)]], [2]), ([[(0, 2), (0, 3)], [(0, 1), (0, 0)]], [1, 2]), ([[(0, 2), (0, 3), (0, 1)], [(0, 0)]], [2, 5]), ([[(0, 2), (0, 3)], [(0, 1)], [(0, 0)]], [1, 2, 5])])]"
"[0, 0, 0]",1,"[('Tie: [((0, 3), 11/40), ((0, 2), 7/40), ((0, 0), 1/8), ((0, 1), 1/8)]', [([[(0, 2), (0, 3), (0, 1), (0, 0)]], [5]), ([[(0, 2), (0, 3)], [(0, 1), (0, 0)]], [1, 5]), ([[(0, 2), (0, 3), (0, 1)], [(0, 0)]], [2, 5])]), ('Tie: [((0, 3), 11/40), ((0, 2), 7/40), ((0, 1), 1/8), ((0, 0), 1/8)]', [([[(0, 2), (0, 3), (0, 1), (0, 0)]], [2]), ([[(0, 2), (0, 3), (0, 1)], [(0, 0)]], [2, 5])])]"
"[0, 0, 0]",3,"[('Tie: [((0, 3), 11/40), ((0, 2), 7/40), ((0, 0), 1/8), ((0, 1), 1/8)]', [([[(0, 2), (0, 3), (0, 1), (0, 0)]], [5])]), ('Tie: [((0, 3), 11/40), ((0, 2), 7/40), ((0, 1), 1/8), ((0, 0), 1/8)]', [([[(0, 2), (0, 3), (0, 1), (0, 0)]], [2])])]"
"[1, 0, 0]",0,"[('Tie: [((0, 2), 7/40), ((0, 0), 1/8), ((0, 1), 1/8), ((1, 0), 1/8), ((1, 1), 3/40), ((1, 2), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 5]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 5, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])]), ('Tie: [((0, 2), 7/40), ((0, 0), 1/8), ((0, 1), 1/8), ((1, 0), 1/8), ((1, 2), 3/40), ((1, 1), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [4]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 4]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 4]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [4, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 4, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])]), ('Tie: [((0, 2), 7/40), ((0, 0), 1/8), ((1, 0), 1/8), ((0, 1), 1/8), ((1, 1), 3/40), ((1, 2), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 5]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 5, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])]), ('Tie: [((0, 2), 7/40), ((0, 0), 1/8), ((1, 0), 1/8), ((0, 1), 1/8), ((1, 2), 3/40), ((1, 1), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [4]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 4]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 4]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [4, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 4, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])]), ('Tie: [((0, 2), 7/40), ((0, 1), 1/8), ((0, 0), 1/8), ((1, 0), 1/8), ((1, 1), 3/40), ((1, 2), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 5]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 5, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])]), ('Tie: [((0, 2), 7/40), ((0, 1), 1/8), ((0, 0), 1/8), ((1, 0), 1/8), ((1, 2), 3/40), ((1, 1), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [4]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 4]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 4]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [4, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 4, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])]), ('Tie: [((0, 2), 7/40), ((0, 1), 1/8), ((1, 0), 1/8), ((0, 0), 1/8), ((1, 1), 3/40), ((1, 2), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 5]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 5, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])]), ('Tie: [((0, 2), 7/40), ((0, 1), 1/8), ((1, 0), 1/8), ((0, 0), 1/8), ((1, 2), 3/40), ((1, 1), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [4]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 4]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 4]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [4, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 4, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])]), ('Tie: [((0, 2), 7/40), ((1, 0), 1/8), ((0, 0), 1/8), ((0, 1), 1/8), ((1, 1), 3/40), ((1, 2), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 5]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 5, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])]), ('Tie: [((0, 2), 7/40), ((1, 0), 1/8), ((0, 0), 1/8), ((0, 1), 1/8), ((1, 2), 3/40), ((1, 1), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [4]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 4]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 4]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [4, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 4, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])]), ('Tie: [((0, 2), 7/40), ((1, 0), 1/8), ((0, 1), 1/8), ((0, 0), 1/8), ((1, 1), 3/40), ((1, 2), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 5]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 5, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])]), ('Tie: [((0, 2), 7/40), ((1, 0), 1/8), ((0, 1), 1/8), ((0, 0), 1/8), ((1, 2), 3/40), ((1, 1), 3/40)]', [([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1), (1, 0)]], [4]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [2, 4]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1), (1, 0)]], [1, 2, 4]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1), (1, 0)]], [4, 5]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [2, 4, 5]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1), (1, 0)]], [1, 2, 4, 5]), ([[(0, 2), (0, 1), (1, 2), (0, 0), (1, 1)], [(1, 0)]], [4, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [2, 4, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 8]), ([[(0, 2), (0, 1), (1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2)], [(0, 0), (1, 1)], [(1, 0)]], [1, 2, 4, 5, 8]), ([[(0, 2), (0, 1), (1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [4, 5, 8]), ([[(0, 2), (0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [2, 4, 5, 8]), ([[(0, 2)], [(0, 1)], [(1, 2), (0, 0)], [(1, 1)], [(1, 0)]], [1, 2, 4, 5, 8])])]"
